1386175,Nicanor,2001,M,12
729836,Angi,1972,F,20
600467,Luciana,1962,F,12
1352667,Athan,2000,M,38
440863,True,1947,M,6
944279,Roshonda,1984,F,37
1409616,Lynnmarie,2002,F,5
647836,Delynn,1966,F,24
1018882,Thorne,1987,M,13
1226963,Keneisha,1996,F,25
172296,Mena,1920,F,12
296042,Annamay,1932,F,15
670404,Nichelle,1968,F,395
762944,Madelaine,1974,F,11
1348108,Crosby,2000,F,5
330895,Edwina,1936,F,268
1160164,Stephanne,1993,F,5
491380,Gussie,1952,M,12
1545059,Chidera,2006,M,13
216519,Birchie,1924,F,7
879783,Charistopher,1980,M,10
977265,Ricki,1985,M,13
1439995,Jessicah,2003,F,5
1247184,Lyndel,1996,M,6
94760,Dinah,1911,F,15
189337,Carrell,1921,M,8
1109890,Darrell,1991,M,1019
522344,Kendall,1955,M,228
858240,Bradlee,1979,M,37
13628,Veda,1886,F,8
1082021,Salisha,1990,F,6
781753,Sahara,1975,F,7
1709131,Ece,2011,F,5
273635,Flossie,1929,M,7
1044738,Dearies,1988,M,5
75105,Burnette,1906,F,5
224134,Delfina,1925,F,86
1436455,Matilynn,2003,F,7
1761219,Kennadi,2013,F,95
1080974,Ashlye,1990,F,6
348542,Eunice,1938,F,941
1817774,Chayson,2014,M,13
1742378,Adrita,2012,F,5
103745,Samson,1912,M,9
549660,Flora,1958,F,359
1556676,Kaeley,2007,F,43
1440993,Sanjita,2003,F,5
852378,Laquanna,1979,F,8
374980,Harbert,1940,M,5
1088659,Alexandria,1990,M,14
1316399,Saraiah,1999,F,7
1081817,Mikenzie,1990,F,6
440342,Filmore,1947,M,7
1520302,Darby,2006,F,156
39546,Moe,1895,M,7
687065,Chrisandra,1969,F,12
752833,Brion,1973,M,70
1501379,Elleah,2005,F,6
990236,Josefine,1986,F,7
1402487,Leida,2002,F,10
565516,Letta,1959,F,8
621025,Zora,1963,M,5
1044442,Willilam,1988,M,6
392612,Raynor,1942,M,8
717932,Tashawn,1971,F,8
1048638,Jori,1989,F,37
415316,Hedda,1945,F,10
1133640,Keyundra,1992,F,5
1817340,Perez,2014,M,15
202111,Harriett,1923,F,522
318314,Glyn,1934,M,39
133257,Lolamae,1916,F,6
1474050,Tyshawn,2004,M,181
1712839,Braelyn,2011,M,90
1228666,Lonnie,1996,F,16
1683619,Krue,2010,M,14
1644722,Youssef,2009,M,96
1442732,Juancarlos,2003,M,125
1486953,Cali,2005,F,450
1235148,Jaice,1996,F,6
393571,Lenward,1942,M,5
635954,Tiana,1965,F,24
1824829,Nirek,2014,M,5
1672765,Athaliah,2010,F,6
1122354,Taneka,1992,F,38
1306337,Agnes,1999,F,63
961646,Shari,1985,F,515
830560,Tristen,1978,F,18
1025415,Shalisa,1988,F,56
187486,Layton,1921,M,29
878981,Tramel,1980,M,15
1821564,Kamdan,2014,M,7
539207,Dann,1957,F,45
1448579,Len,2003,M,10
629351,Johnathan,1964,M,223
1089465,Feliz,1990,M,11
1733512,Laritza,2012,F,15
1066,Lloyd,1880,M,104
1786234,Mackay,2013,M,10
849724,Phebe,1979,F,14
312693,Robert,1934,F,266
1222772,Emma,1996,F,6133
1081349,Hassanah,1990,F,6
1521592,Bobbie,2006,F,65
642955,Demetris,1965,M,16
1333312,Hailie,2000,F,295
1678021,Branden,2010,M,385
453264,Esta,1949,F,34
1299946,Kortland,1998,M,8
1823464,Zaviyar,2014,M,6
57377,Elba,1901,F,7
1372257,Savanha,2001,F,10
1274901,Delvecchio,1997,M,5
1716506,Lydell,2011,M,17
886563,Lavina,1981,F,25
891718,Kissie,1981,F,7
611233,Albert,1963,F,24
924880,Deeanna,1983,F,35
98601,Winifred,1912,F,662
927241,Catarina,1983,F,14
1471513,Jaskirat,2004,F,5
746798,Lyndia,1973,F,12
659984,Lanell,1967,F,25
1823017,Mattson,2014,M,6
1538797,Yanara,2006,F,5
1347354,Talani,2000,F,6
1324679,Jakai,1999,M,20
952855,Jyoti,1984,F,5
1526931,Laurynn,2006,F,15
579177,Jamesena,1960,F,5
557153,Olin,1958,M,61
994974,Isidro,1986,M,110
285758,Anthony,1931,F,39
1137323,Ren,1992,M,30
113972,Merl,1914,F,11
986490,Andrena,1986,F,14
235117,Helyn,1926,F,45
1811108,Solea,2014,F,5
249890,Pirl,1927,F,5
250694,Edd,1927,M,96
1824781,Murdock,2014,M,5
1318898,Corazon,1999,F,5
964553,Charmayne,1985,F,26
562924,Frederick,1959,F,26
1291997,Noname,1998,F,5
778146,Aziza,1975,F,15
1773068,Keyani,2013,F,7
1419599,Keng,2002,M,7
41429,Alethea,1896,F,5
146230,Levon,1917,M,14
1572067,Kliyah,2007,F,5
1729332,Rainey,2012,F,41
538110,Charmaine,1957,F,339
274046,Kaoru,1929,M,6
286424,Clora,1931,F,19
489666,Davis,1952,M,142
217398,Prescilla,1924,F,6
1078763,Aryelle,1990,F,8
220930,Langdon,1924,M,12
1606049,Davanie,2008,F,5
426583,Ileana,1946,F,5
1127382,Ashleah,1992,F,10
355066,Natividad,1938,M,17
507019,Luwana,1954,F,16
971966,Aniela,1985,F,5
925407,Janise,1983,F,27
1369180,Nikhita,2001,F,16
1557553,Malissa,2007,F,32
320912,Theordore,1934,M,6
593192,Enrico,1961,M,37
611021,Lavoris,1963,F,28
842228,Fernandez,1978,M,8
373134,Charlotte,1940,M,15
878049,Otha,1980,M,25
422565,Marjean,1946,F,51
773741,Nello,1974,M,5
253034,Freemon,1927,M,9
1644861,Adriano,2009,M,84
722856,Mickael,1971,M,24
494771,Jeanene,1953,F,47
617665,Fermin,1963,M,38
375904,Richard,1941,F,120
1721327,Kahlen,2011,M,7
264657,Geral,1928,M,5
1767324,Amilliana,2013,F,14
409866,Eligah,1944,M,22
1195582,Dietrick,1994,M,5
149241,Juliette,1918,F,164
697885,Mamie,1970,F,84
1188344,Juston,1994,M,43
152508,Ted,1918,F,8
715025,Arlisa,1971,F,17
1053016,Romona,1989,F,11
330686,Eunice,1936,F,1062
979109,Jackey,1985,M,7
1539694,Jordyn,2006,M,263
362630,Sammie,1939,M,348
1527076,Yancy,2006,F,15
10824,Audrey,1885,F,29
1243485,Abelino,1996,M,12
359099,Sammy,1939,F,21
1793530,Gisselle,2014,F,217
283895,Leanard,1930,M,6
1272305,Lorence,1997,M,8
550524,Kimbra,1958,F,60
1560815,Johari,2007,F,16
1225783,Lynnette,1996,F,39
1463268,Katelan,2004,F,12
558169,Leopold,1958,M,17
1077304,Trenee,1990,F,11
1473320,Dawson,2004,M,1763
1571073,Catina,2007,F,5
1021102,Paymon,1987,M,7
243919,Cledis,1926,M,5
1473871,Jovani,2004,M,242
1485630,Markai,2004,M,5
796995,Artemis,1976,F,9
249500,Fatima,1927,F,5
1487407,Trisha,2005,F,221
660364,Rechelle,1967,F,20
1660162,Lane,2010,F,71
886098,Van,1981,F,31
1401227,Neftaly,2002,F,12
1234204,Quinisha,1996,F,7
280247,Julius,1930,M,813
658083,Maribel,1967,F,281
980837,Lauar,1985,M,5
607488,Damone,1962,M,7
1033589,Syndey,1988,F,7
1704797,Siarah,2011,F,8
895099,Somalia,1981,F,5
1319248,Haylin,1999,F,5
99000,Roma,1912,F,74
893292,Shadell,1981,F,6
1691672,Sarah,2011,F,5541
69550,Dora,1905,F,757
256634,Ammie,1928,F,22
486205,Ruthy,1952,F,11
341270,Garnette,1937,F,18
630710,Prescott,1964,M,19
687038,Ylonda,1969,F,13
860765,Barak,1979,M,9
1592211,Tiyanna,2008,F,36
1471870,Ladaja,2004,F,5
492084,Lebron,1952,M,8
1054081,Kyandra,1989,F,9
1422255,Keason,2002,M,5
589501,Marypatricia,1961,F,8
891595,Henna,1981,F,7
526566,Jenny,1956,F,760
543137,Debroh,1957,F,6
1597091,Kasyn,2008,F,13
378414,Lurlean,1941,F,9
885514,Shantae,1981,F,43
1775814,Allimae,2013,F,5
64,Sallie,1880,F,404
881128,Keng,1980,M,7
1212709,Frederick,1995,M,830
498055,Evalena,1953,F,7
547199,Primitivo,1957,M,11
475402,Gwendlyn,1951,F,12
817642,Rayetta,1977,F,6
1440498,Mariaceleste,2003,F,5
1598392,Mauriah,2008,F,11
629740,Rodrigo,1964,M,70
1524680,Kearra,2006,F,23
1041047,Quade,1988,M,13
1015772,Myron,1987,M,235
1015710,Jonah,1987,M,290
856598,Uganda,1979,F,5
1658435,Malaya,2010,F,318
45978,Hazel,1898,F,2439
231914,Dorance,1925,M,10
654809,Cheyenne,1966,M,18
167061,Estus,1919,M,12
884290,Tai,1981,F,125
1459547,Devika,2004,F,24
753154,Josiah,1973,M,42
302888,Costanzo,1932,M,5
1475044,Tommie,2004,M,64
271151,Hilbert,1929,M,58
1227107,Landon,1996,F,24
1662935,Lynzie,2010,F,26
173827,Verble,1920,F,7
1145517,Destiney,1993,F,237
1056016,Latonda,1989,F,7
649338,Arden,1966,F,11
473806,Sherlene,1951,F,37
1793095,Isis,2014,F,396
446386,Lassie,1948,F,6
1293564,Emerson,1998,M,167
1376063,Braylin,2001,F,6
1124857,Jory,1992,F,17
879152,Alexi,1980,M,13
1428236,Dacey,2003,F,24
921585,Dontea,1982,M,5
917887,Merritt,1982,M,16
1198388,Jessalyn,1995,F,83
32376,Laurine,1893,F,6
1248508,Latrel,1996,M,5
315981,Marvelle,1934,F,7
1776986,Kahmiyah,2013,F,5
1546769,Rafay,2006,M,10
1810185,Kimball,2014,F,5
1729367,Jenni,2012,F,40
471607,Mcneil,1950,M,6
1711702,Ahmed,2011,M,477
511304,Luke,1954,M,196
1577240,Nicky,2007,M,28
1615517,Anthonee,2008,M,11
486369,Lenice,1952,F,10
1383739,Marque,2001,M,25
38275,Genevia,1895,F,6
1444675,Curran,2003,M,30
1707873,Oluwatoyin,2011,F,6
434198,Johannah,1947,F,12
1684116,Basel,2010,M,12
1506534,Nazir,2005,M,164
519949,Chelle,1955,F,7
1758117,Joseandres,2012,M,5
1090578,Calvon,1990,M,8
1148031,Syeda,1993,F,34
298096,Lilliane,1932,F,6
1207940,Matalyn,1995,F,7
100720,Marget,1912,F,8
1223901,Adrianne,1996,F,153
1334675,Lois,2000,F,76
392768,Gurnie,1942,M,7
1080263,Krystiana,1990,F,7
1099656,Flannery,1991,F,17
253477,Vivan,1927,M,8
1700173,Sherri,2011,F,14
1613840,Delaney,2008,M,16
473291,Arline,1951,F,76
1269706,Rohith,1997,M,15
1278275,Jenessa,1998,F,66
753717,Kavin,1973,M,24
1487887,Kaylan,2005,F,131
1096509,Sandi,1991,F,55
1580396,Malyk,2007,M,12
783081,Aleeta,1975,F,5
386958,Maretta,1942,F,13
1329400,Orren,1999,M,7
868864,Maressa,1980,F,14
891500,Denea,1981,F,7
535394,Tye,1956,M,14
103869,Luster,1912,M,8
668450,Gillis,1967,M,8
283605,Rommie,1930,M,7
1055875,Kadisha,1989,F,7
1608785,Leonel,2008,M,572
183980,Eithel,1921,F,8
1234863,Chinelo,1996,F,6
309940,Little,1933,M,16
963824,Donald,1985,F,37
1649610,Evon,2009,M,13
665821,Archie,1967,M,275
818559,Jeronica,1977,F,5
629959,Buck,1964,M,46
414024,Angel,1945,F,24
301042,Gleen,1932,M,14
563392,Mardell,1959,F,19
451248,Cranford,1948,M,5
1292276,Sharanya,1998,F,5
616190,Serah,1963,F,5
1430568,Marielys,2003,F,15
1775332,Semiya,2013,F,6
244627,Olga,1927,F,1101
496050,Bennetta,1953,F,16
1524435,Cassondra,2006,F,24
1387010,Lantz,2001,M,10
796749,Licia,1976,F,10
1601944,Brynnleigh,2008,F,7
660986,Tiny,1967,F,15
434578,Eura,1947,F,10
1467818,Lailoni,2004,F,7
1733912,Kayleena,2012,F,14
23666,Netta,1890,F,10
1405579,Lettie,2002,F,7
810599,Lilian,1977,F,40
469359,Hobart,1950,M,30
506876,Avon,1954,F,17
713034,Tiffney,1971,F,56
1043249,Jaris,1988,M,7
1264234,Leydi,1997,F,5
333662,Columbia,1936,F,8
1098750,Leslye,1991,F,22
391985,Wray,1942,M,12
1644661,Izak,2009,M,101
1070833,Tiesha,1990,F,115
1322896,Carmen,1999,M,49
464511,Florance,1950,F,16
1520396,Karime,2006,F,143
1559854,Jaionna,2007,F,19
545180,Gus,1957,M,179
293473,Dailey,1931,M,5
23191,Docia,1890,F,33
918162,Keenon,1982,M,14
1668308,Jameia,2010,F,10
293218,Maxey,1931,M,6
1678419,Cristiano,2010,M,188
264042,Burchell,1928,M,6
672490,Kala,1968,F,24
1102068,Shilpa,1991,F,11
320289,Climmie,1934,M,7
334650,Valetta,1936,F,6
306897,Loreda,1933,F,7
1326718,Hung,1999,M,11
1808321,Paxten,2014,F,6
119431,Hardie,1914,M,5
241903,Waylon,1926,M,14
675517,Tersa,1968,F,8
287438,Doyle,1931,F,10
1814864,Nana,2014,M,32
236552,April,1926,F,13
127203,Geronimo,1915,M,10
201280,Clellon,1922,M,5
1033677,Velda,1988,F,7
89492,Velva,1910,F,56
1355163,Neville,2000,M,15
51451,Dewitt,1899,M,23
583045,Priscilla,1960,M,8
1304655,Selina,1999,F,347
1544256,Deakin,2006,M,16
312351,Lorraine,1934,F,3775
1513039,Rudolf,2005,M,10
537244,Eldredge,1956,M,5
1076339,Andera,1990,F,12
7602,Everette,1883,M,14
1616602,Zarin,2008,M,10
248435,Esteen,1927,F,7
405684,Antonina,1944,F,13
1452510,Ami,2003,M,5
1100877,Elyce,1991,F,13
1367835,Shaira,2001,F,21
1244919,Makani,1996,M,9
1130069,Dilia,1992,F,7
418861,Rojelio,1945,M,27
1162215,Royal,1993,M,50
1509289,Morgen,2005,M,25
1523458,Catharine,2006,F,31
784353,Storie,1975,F,5
472462,Roxanne,1951,F,1081
1129755,Aglae,1992,F,7
1298065,Nihar,1998,M,12
1620827,Zerin,2008,M,6
322954,Shirly,1935,F,26
1766407,Lyliana,2013,F,17
1569825,Mikaylin,2007,F,6
202122,Leah,1923,F,487
1487288,Charlie,2005,F,257
1117105,Dashiel,1991,M,6
1134777,Tyrica,1992,F,5
651904,Verletta,1966,F,6
736674,Arnold,1972,M,474
325973,Inger,1935,F,5
1268303,Enmanuel,1997,M,25
1789084,Acea,2013,M,6
820254,Jonas,1977,M,185
853019,Genevie,1979,F,7
305909,Lyndell,1933,F,11
1268844,Nkosi,1997,M,20
403579,Lenore,1944,F,308
336716,Armin,1936,M,24
571629,Ingram,1959,M,6
1809451,Darilyn,2014,F,5
1434004,Kierrah,2003,F,9
1420113,Arrick,2002,M,6
1352289,Genesis,2000,M,48
1170813,Sandra,1994,F,1770
551472,Angelique,1958,F,24
370294,Elrene,1940,F,6
872894,Anntionette,1980,F,6
1727907,Janell,2012,F,77
334082,Loanne,1936,F,7
226516,Enis,1925,F,10
177994,Alvino,1920,M,10
128495,Verdie,1915,M,6
113763,Vern,1914,F,13
1532909,Finlay,2006,F,7
1498964,Mirai,2005,F,8
953061,Lauralyn,1984,F,5
842484,Ulric,1978,M,8
1730575,Sonora,2012,F,28
1370909,Rakayla,2001,F,12
556674,Galen,1958,M,244
600889,Florida,1962,F,10
672850,Maude,1968,F,20
136892,Leonce,1916,M,10
423334,Florida,1946,F,22
33279,Thad,1893,M,12
663432,Romelle,1967,F,7
1269813,Faizan,1997,M,14
345299,Deane,1937,M,42
1032362,Roxxanne,1988,F,8
1008055,Kesley,1987,F,12
1639919,Syasia,2009,F,6
934067,Shelsea,1983,F,5
127498,Tito,1915,M,9
539519,Anette,1957,F,32
248012,Amelda,1927,F,8
613118,Jeaninne,1963,F,10
545874,Jonnie,1957,M,38
1083869,Mette,1990,F,5
60408,Hetty,1902,F,9
1572304,Mairen,2007,F,5
1480844,Finneas,2004,M,9
155405,Donato,1918,M,37
786291,Teodoro,1975,M,30
1616248,Jermari,2008,M,10
31676,Therese,1893,F,20
1638998,Jhani,2009,F,6
1809599,Escarleth,2014,F,5
53162,Helga,1900,F,18
1117635,Rangel,1991,M,6
9448,Jay,1884,M,110
178508,Dorrance,1920,M,8
507635,Rue,1954,F,12
762831,Demetri,1974,F,11
1080748,Tennille,1990,F,7
621503,Margo,1964,F,410
795222,Sandria,1976,F,15
1289772,Oshea,1998,F,6
1383276,Elie,2001,M,30
1792798,Julie,2014,F,776
1767184,Mikeyla,2013,F,15
373949,Primitivo,1940,M,9
117109,Murrell,1914,M,26
1297229,Keysean,1998,M,15
1482129,Avory,2004,M,7
1788495,Jhaziel,2013,M,7
1251053,Ester,1997,F,76
258023,Alvenia,1928,F,9
1392720,Ashlyn,2002,F,2077
534696,Ocie,1956,M,26
1260461,Jarin,1997,F,7
700096,Kylie,1970,F,18
604254,Norman,1962,M,2787
1265460,Hayden,1997,M,2068
1097897,Baila,1991,F,28
1080100,Javonni,1990,F,7
584358,Woodward,1960,M,5
619427,Standley,1963,M,9
1741596,Mahra,2012,F,6
1262968,Alyscia,1997,F,5
626245,Kyleen,1964,F,8
1740196,Seema,2012,F,7
1229372,Reann,1996,F,14
610168,Mindi,1963,F,62
495560,Loris,1953,F,23
1312257,Annagrace,1999,F,11
1375265,Mekhia,2001,F,7
264039,Bryon,1928,M,6
600342,Caralyn,1962,F,12
1418335,Armonte,2002,M,8
897044,Murphy,1981,M,35
1660465,Italy,2010,F,60
907427,Jacilyn,1982,F,15
1445176,Bradin,2003,M,24
255671,Hazle,1928,F,77
637466,Jillaine,1965,F,11
420123,Shane,1945,M,9
635579,Domenica,1965,F,30
1160868,Wade,1993,M,591
167212,Esco,1919,M,11
1128789,Amberli,1992,F,8
1103120,Keah,1991,F,9
44613,Lillis,1897,F,5
447806,Alfonso,1948,M,379
1558625,Yuvia,2007,F,25
682126,Rachael,1968,M,6
663689,Darriel,1967,F,6
1789281,Butch,2013,M,6
1641003,Ellianne,2009,F,5
1761664,Emarie,2013,F,72
460327,Alban,1949,M,9
1113924,Enrrique,1991,M,13
885472,Shandy,1981,F,44
608706,Tomie,1962,M,5
1393591,Gabriel,2002,F,210
1374512,Aseret,2001,F,7
1581415,Li,2007,M,10
814680,Anderia,1977,F,9
763132,Belva,1974,F,10
261896,Chandler,1928,M,22
610442,Hester,1963,F,46
724296,Orenthal,1971,M,10
853497,Shafeqah,1979,F,7
152978,Zenia,1918,F,7
1065713,Purnell,1989,M,9
562618,Trudie,1959,F,34
1681772,Cruise,2010,M,22
1701939,Taylormarie,2011,F,11
139304,Justine,1917,F,159
886920,Amye,1981,F,21
1639333,Lyniyah,2009,F,6
325612,Salle,1935,F,6
1659667,Evelina,2010,F,95
931061,Reneta,1983,F,7
1186911,Efrain,1994,M,383
629673,Bernardo,1964,M,81
1686153,Zaide,2010,M,9
1083106,Evyn,1990,F,5
579628,Swanda,1960,F,5
1242359,Juliano,1996,M,18
1482830,Robb,2004,M,7
363708,Melville,1939,M,24
749048,Julio,1973,F,7
645343,Twan,1965,M,5
1144044,Kevinjoseph,1992,M,5
1601967,Cati,2008,F,7
1218062,Janathan,1995,M,10
679976,Jacqueline,1968,M,19
1801565,Kaileah,2014,F,12
927156,Roshni,1983,F,15
685837,Shawanna,1969,F,21
1275083,Gurkirat,1997,M,5
68961,Chalmers,1904,M,8
418933,Macario,1945,M,24
544449,Rudene,1957,F,5
149268,Hellen,1918,F,152
267825,Henritta,1929,F,11
1380118,Tylesha,2001,F,5
169266,Obrey,1919,M,5
353385,Jimmy,1938,M,4730
779749,Latrise,1975,F,10
681994,Irish,1968,M,6
49600,Zula,1899,F,60
393865,Cynthia,1943,F,2893
1044337,Steen,1988,M,6
1689944,Chay,2010,M,5
14891,Delmer,1886,M,6
381797,Carmon,1941,M,22
505781,Bunny,1954,F,40
1274574,Adonys,1997,M,5
1131864,Lakeema,1992,F,6
1093804,Pattrick,1990,M,5
22122,Mathias,1889,M,15
1103505,Abigaile,1991,F,8
987421,Tiphany,1986,F,12
754420,Jerimiah,1973,M,15
895493,Jon,1981,M,2056
588237,Jinnie,1961,F,12
378977,Gregory,1941,F,7
1029145,Rheannon,1988,F,14
663463,Sherone,1967,F,7
1007301,Donika,1987,F,14
1629295,Jaira,2009,F,21
375991,Roma,1941,F,94
1457908,Shakiya,2004,F,41
1738255,Kanyah,2012,F,8
1531688,Isioma,2006,F,8
659121,Jenine,1967,F,50
724838,Mahesh,1971,M,8
724846,Mat,1971,M,8
512905,Brook,1954,M,14
1527311,Jesselyn,2006,F,14
1040535,Tino,1988,M,16
119830,Geneva,1915,F,1856
1710295,Munirah,2011,F,5
627296,Helayne,1964,F,6
319602,Landis,1934,M,11
970583,Angelise,1985,F,6
415536,Felisa,1945,F,9
1555407,Nidhi,2007,F,76
670809,Carmella,1968,F,134
163719,Milla,1919,F,6
621512,Guadalupe,1964,F,396
1679286,Noam,2010,M,76
1454697,Kassidy,2004,F,756
60606,Azalea,1902,F,7
438499,Gill,1947,M,30
1381729,Emery,2001,M,84
1743783,Kyren,2012,F,5
1751685,Elek,2012,M,12
295462,Ozie,1932,F,25
1823189,Rhydian,2014,M,6
1165302,Ivon,1993,M,12
952624,Faline,1984,F,5
634164,Clare,1965,F,180
518710,Zoila,1955,F,12
41689,Raymond,1896,M,859
34060,Hallie,1894,F,161
1634478,Audria,2009,F,9
1153619,Dyan,1993,F,9
1220142,Vaibhav,1995,M,7
301861,Arron,1932,M,8
188653,Lavelle,1921,M,12
292248,Americus,1931,M,9
509867,Thedora,1954,F,6
330571,Roberta,1936,F,3467
1026750,Janella,1988,F,28
1310422,Seline,1999,F,16
567529,Marirose,1959,F,5
148424,Luiz,1917,M,5
145049,Rosevelt,1917,M,46
1357055,Angelino,2000,M,9
1550961,Abishek,2006,M,5
809151,Niki,1977,F,179
1240872,Ford,1996,M,36
1766705,Jurney,2013,F,16
764034,Arah,1974,F,8
676201,Antionetta,1968,F,6
1049784,Sabreena,1989,F,24
754331,Marlen,1973,M,16
272340,Kenney,1929,M,15
1352001,Stacy,2000,M,60
221777,Melvern,1924,M,8
625006,Kelliann,1964,F,12
370511,Nobie,1940,F,6
984970,Jara,1986,F,23
9470,Elbert,1884,M,90
485222,Greer,1952,F,18
617210,Emerson,1963,M,89
1780115,Kipton,2013,M,84
1646286,Abisai,2009,M,35
1740379,Yariela,2012,F,7
1139192,Wynn,1992,M,14
499043,Andi,1953,F,5
1078036,Calisha,1990,F,9
670441,Coretta,1968,F,336
1105551,Tallia,1991,F,7
839410,Lyndon,1978,M,41
1218856,Beaux,1995,M,8
799780,Neeli,1976,F,6
233386,Boykin,1925,M,5
1779548,Colson,2013,M,153
1767744,Alorah,2013,F,13
958568,Fabrice,1984,M,8
1739341,Dezirey,2012,F,7
479482,Darvin,1951,M,47
1104177,Rashanna,1991,F,8
330119,Colen,1935,M,5
1315614,Chitra,1999,F,7
338392,Kervin,1936,M,7
1221110,Shayde,1995,M,6
432649,Raye,1947,F,36
1154719,Kealy,1993,F,8
1663078,Imaan,2010,F,25
143978,Rosellen,1917,F,5
515554,Shari,1955,F,447
1021362,Brek,1987,M,6
432171,Suzy,1947,F,65
732143,Amelie,1972,F,9
854084,Harriette,1979,F,6
1325551,Jahad,1999,M,15
1764951,Riva,2013,F,23
1286203,Yarlin,1998,F,9
144643,Domingo,1917,M,113
247736,Antha,1927,F,9
421377,Joan,1946,F,11218
773237,Andru,1974,M,5
1263805,Jannine,1997,F,5
1486832,Abbigail,2005,F,601
1506225,Frankie,2005,M,282
1029882,Omar,1988,F,12
746690,Dawanda,1973,F,12
275896,Becky,1930,F,47
707099,Wilford,1970,M,52
120880,Leanna,1915,F,35
98311,Isador,1911,M,5
164669,Arthur,1919,M,9539
164072,Deliah,1919,F,5
99216,Myrna,1912,F,42
560125,Algirdas,1958,M,5
1692327,Paityn,2011,F,403
1665477,Alyzae,2010,F,15
1342156,Marchelle,2000,F,10
475639,Mellie,1951,F,11
1584780,Dreon,2007,M,6
1303743,Shontez,1998,M,5
589307,Cena,1961,F,8
1410291,Silje,2002,F,5
1542383,Kaelin,2006,M,30
143812,Margaurite,1917,F,5
850315,Maeghan,1979,F,12
1212472,Mitchell,1995,M,4737
282192,Hamp,1930,M,14
201528,Lannie,1922,M,5
798958,Tanequa,1976,F,7
1098849,Dalisha,1991,F,21
1127236,Sharia,1992,F,11
1109722,Phillip,1991,M,3848
1045360,Nizar,1988,M,5
696595,Zolton,1969,M,5
1669509,Mikal,2010,F,9
1522309,Mei,2006,F,47
1742727,Azel,2012,F,5
1796639,Avi,2014,F,34
1040877,Sumeet,1988,M,14
1533616,Quynn,2006,F,7
677943,Sony,1968,F,5
1284257,Dream,1998,F,11
1323822,Hasani,1999,M,29
169750,Edythe,1920,F,512
264667,Gurley,1928,M,5
